processed_text,target_label
stine la ikke politiker løftene dø moria flyktningene,1
alt lett fullstendig mangler logikk ansvarlighet anstendighet evne tenke årsak virkning u,1
kritiske spørsmål islam krampa tatt fullstendig fatan gjelder undersøke tauheed uinteressant,1
muslimske jenter bruker ikke hijab nekte hijabbruk viktig sak flere bruke hijab lojalit u,1
danske feminister heller ikke tale patriarkalsk kvinne undertrykking hijab,1
få ting verre hijab bunad banne kirken,1
største trusselen norge står overfor ikke mye innvandring islamsk terror mennesker bygger,1
innfør generelt krav vaksiner unngår problemet,1
frykt islam mye grunnen kampen korset utfolder enig,1
forsvarer islam noreg demokrati kuttar religionsfridomen dermed ytringsfridomen diktatur,1
klodrian parhestene nekter link innvandring fattigdom innvandring terror,1
jo prosessen kontinuerlig mens islam nærmest stått stedet hvil,1
brochmann prøvde beregne kostnader,1
nederland innfører lov ansiktsdekkende plagg u muslimer svarer motkampanje via,1
saken godt eksempel kulturkollisjon islam ikke passer samfunn norske,0
hør foredraget luther islam desember kl ahmadiyya konvertitten truls bølstad få litt ny kunnskap førjuls tiden gratis entre lett servering velkommen,1
mens norge diskuterer hvorvidt innvandring velferdsstatens undergang tilbyr stabror oppholdstillatelse syrere,1
niqab handler ikke bekledning handler stenge kommunikasjonen offentlige rom,1
nesten daglig media annen sinsforvirret imam muslim straffe straffe homoer,1
is lever videre flyktningleiren u lære våre barn jihad dax nrknyheter nrkdebatt nrkurix polkvart,1
ellers jo lærerikt google nazism islam religion underkastelse fører aldri godt samfunnet,1
orbn innvandring u uakseptabelt bytte folket,1
prof brochmann forklarte problemet godt stortinget lytter jo aldri eøs,1
hijab nevnt uønsket skolen enig må gjelde religiøse symboler plagg,1
foreløpig beste oppsummeringen evige unnskyldningene overtroen trenger destabiliserer europas d u,1
eksempel påstand kjortel thawb lignende antrekket lange tradisjoner islam,1
absolutt aldri brukt hijab mai ikke debutdagen år heller,1
viktig annet posisjonering posering debatten hjelper debattene flyktning,1
må jo tross alt litt forståelse islamismen aftenpoften kløner støtter moralpolitiet u,1
analyse innvandring norges viktigste sak,1
helt enig niqab ikke akkurat guds gave likestilling forby bruke gata,1
bakstreverske tolkningen dag fotfeste uavhengig mener konservativ bølge råder islam,1
ramadan begynner straks forbindelse jg radioen snakket erfaringer faste ateisme islam sånt,1
barnehijaben bør skolen skriver,1
debattant jirde ali treff krenkepunkta resett lesarane ung ei kvinne mørk huda muslim går hijab ueinig,1
islamisme form islam ei politisering islam sjølvsagt is islam gjere,1
vesten må manne ikke fortrenges islam via,0
asylsøker midtøsten amok kniv tingvoll u tre personer sykehus asylmottak,1
muslimer vesten legger ikke islam sort hvit tenkning selvsagt problematisk,1
islam hadia tajik oppsiktsvekkende,1
norge stor innvandring sverige tallet norge svenske aner,1
gong ser profilbildet tenkjer oi niqab kledd kvinne,1
venter fortsatt redegjørelse islam ikke sekt helt konkret,1
kjenner troende muslimske kvinner hijab aktive partiet rødt tror muslimer like forskjellige,1
burde ikke kontroversielt peke utfordringer sverige mht kriminalitet innvandring svpol,1
generasjoner fri barneoppdragelse gjør forståelsen konseptet grense fraværende media,1
europa århundrelange tradisjoner kritisere religion myndighet herunder målbærere tilhengere gjelder kritikk islam straks mer følsomt,1
tok hijaben faren rasende,1
demonstrasjon oslo fns migrasjonsavtale regjeringa besluttet skrive under global compact migration legaliserer økonomisk migrasjon sier arrangøren morten lorentzen landsstyremedlem folkebevegelsen innvandring fmi,1
nei innvandring sosial dumping gjennom fri flyt arbeidskraft øker forskjellene venstresiden mer,1
gjengen nok mer fokus vesten integreres islam vel virkelighetsfjerne tror islam tar vestlige verdier missionimpossible,0
gi mest hatefulle delene islam tilgang unge menneskers sinn gjennom egne utdanningsinstitusjoner spre gift demokratiet kvinner homofiles rettigheter retten snakke tenke fritt,1
regjeringen sendt høring nye tros livssynspolitikken islam løftes gis posisjon,1
betydningen demografi makroøkonomi innvandring publikasjonen ssb holdt tilba u,1
mindre innvandring begår forbrytelser grunnloven power mad,1
biskop asylsøker etiopia asyl etiopia,1
enig ikke hijab nordmann oxymoron hrs verden,1
norske politimenn trengs slukke koran brann,1
neida ikke høyrevridd kritisere reaksjonær islam progressivt,1
støre urovekkende uregistrerte flyktninger tok trinegs ansvar blåmandag,1
kanskje greit norge solidariteten andre land islam makten virker glemmer ifra burde litt mere lyd ifra norske medier tenk taus dnk vet ingenting brødre søstre må gå igjennom forlater islam kristne virker jo nesten forsvarer verdens mest undertrykkende ideologi,1
nei liker islam ser jo nrk tv holder nrk sender jo id feiring aldri hvert gjort kastet gud barnehager skoler univeristet kirken grunnloven bryr islam d eskjønne rikke falig trørre spørre imam skjer nede afganistan tørr ikke,1
lenge undret utrolige unnfallenhet medier makthavere utøver overfor islam islamister gjeldende landet definitivt vårt naboland,1
araberne stort sett ikke gjør annet lyve,0
kunn ting jæ hatær islam alt står,0
norge rart land historisk kjempet frihet danske veldet svensk dominans nazismen vant frihet dagens ledelse skrur klokken tilbake åpnes is kvinner folk muslimske land drar farlig religion toppen kaka folk oppdratt vold virkemiddel går imot aldri lar integreres trygge land ulla ødelegger kvinner selvfølelse vet våre styrende makter medlidenhet egentlig ødelegge vårt trygge gode samfunn,0
jo snille farlige må jo f hjelp nav samfunnet,1
is kvinner ikke syke tror islamsk vold forbud islam løsningen,0
ta svensk etnisk mann vill drepe is mødre sverige skjedd tenker svenske politikere totalt tilbakestående jo,1
hele norge fulstendig ødelagt folket flest mulig innvandrere norge ressurser trenger sier folket,0
ikke flåsete hele gjengen krf norske prester biskoper lefler islam farlig lek må stå støtt egen kristne tro ikke støtte terrorstyre islam trosamfunn forfølger dreper kristne lav sko rydd egne trospørsmål kanskje håp,0
gravde egen grav selvdestructive naive oppførsel konservative kristne fant andre parti håper aldri gjenoppstår,1
enkel måte løse saken neste dom får fengselstraff livstid tatt systemet år kriminelle karrieren sannsynligheten stor flytter somalia ganske raskt,1
nazi regimet new world order rasere nasjonalstater våre globalistiske politikere støtter,1
mest absurde oppi all galskapen faktisk stemte enda mer bråk faenskap,1
integreres jo overta landet,0
lei overformynderi terror drap vold,0
nei islaminfinnserte nrk kanalen ikke vente tør sannheten,0
venstreekstreme journalistene norsk msm stor del antisemitter islamske innvandringen fjernet sperrene hindret mediene harde utfall israel jo flere muslimer kommer landet jo mer islam normaliseres legitimeres jo mer akseptert antisemittisme forferdelig trist utvikling lurer jo benkow trygve bratteli sagt egne partifeller dag,0
importerer midt oesten saa faar midt oesten media dekker beste evne derfor vesten tatt paa senga importen dagens tempo snart gjoere sent aa snu definert flyktning naar kriger voldtar dreper vertslandet vaakn,0
må europa sende muslimer,0
beviser islam ikke hører hjemme europa,0
følger altså koranen ikke gjort galt vel galt boken koranen altså,1
islam kristendommens antitese bør fått,0
religiøst hjerne vasket idiot selvsagt islam,0
la all del håpe vårt naboland aldri mer oppleve ansvarsløs statsminister løfven får altså statsminister norge gjentatte ganger uttalt ser løfven anser ansvarlig god statsminister redd må bekymre mer hjemlige politikk framover skjer sverige,1
neste høst riksdagsval sverige holder prognosene sd største parti,1
håper bærer korset få lov bære overalt damen mener hodeplagget religiøst plagg skjønner ikke sånt undertrykkende plagg vårt storting,1
stille hijab stortinget rett slett hån kvinner mangel respekt vestlige verdier,0
trist tragisk hijab inne stortinget naiviteten rundt hovudplagget stor landet snillisme kor smart,1
slikt rejering muslim sv går grenser deier komt langt lurer kor mye sisse folka stemt vet lande vårt ogikkje minst våre regler kommer lannde oppfører bor,0
må jaggu desse politikerne våkne ødelegger alt vanlige folk ønsker,1
norske kvinner menn se les stemt tror virkelig fremtiden lys slike tinget,0
hijab stortinget huleste gjøre vet norsk politikk vel mer penger nav snart norske mindretall,0
helt riktig påpeker hege snikislamisering satt system ikke akseptabelt kvinnen burde forbys bruke hiab stortinget norske regler sedvane må følgea,0
neste stortinget nazister får taletid,0
tegn ikke integrere islamsk råd jubler skyldes nok ser steg nærmere kalifat,0
islam inntar vårt storting begynt,0
tror sv promotere fundamentalistisk islam gjør norge mer romslig mer fritt mer inkluderende må sv minnes organisert islam alltid mer islam organisert islam moskeer denen hussein del undertrykker jenter kvinner konsekvent jenter underlegges brødrene kvinnene underlegges menn ekteskap mannen dør eldste sønn plasseres sjef vokter morens ærbarhet mor må be sønnen tillatelser all verdens gjøremål trivielt besøke egne foreldre handler mat hos ali hjørnet følges menn sønner familien,0
begynnelse fortsettelse åpenbare islamiseringen foregår norske samfunnet uvirkelig norske politikere promoterer ødeleggende ideologien håper bl a krf snur flisa jobber forandres beholder kristne grunnlaget norge delt,0
folket politik tror valget går ikke forstår att muslime brorsap gnir henden flire domme normen se dokumentaren muslimske brorskap va nest lederen sier lykke,0
hijab hører ukke hjemme vårt storting må gjøre hele tatt kommer politikere hjemland,0
izlamske påvirkningen vokser rasende fart tar nok ikke lang tid folk skjønner stiller spørsmålet fanden gjort godtatt utviklingen vårt eget land svaret kommer sannsynligvis samtidig gruppen klart oppnå jobber eget parti alt norske sosialistiske partier ikke lenger støtten etablerer egen politikk stortinget ikke skjønner baktanken virkelig skremmende ikke overrasket kanskje allerede neste valg se kanskje verken sv andre sosialistiske partier støtten tror innbiller fører politikk gruppen setter pris naiviteten annet tidspunkt kanskje aner vise sanne ødeleggende dårskap,0
eneste teller venstre få makt inngått avtale djevelen gav makten higer islam sannsynligvis gi skyr midler ser viser ikke norge hele verden,0
forstår sv iver trykke kvitt alt kristelige verdier samfunnet våres bygd samtidig fremheve islam får kvart samfunn grotesks nok eksempel grusomhetene islam fører rundt verden forstår hater kristendommen intens importerer islam kvitt kristelige kulturen samfunnet vårt bygd,0
ikke skjønner politikerne feige ikke forbyr islamistiske plagg stortinget norge ikke islamistisk land derfor må plaggene forbys offentige rom,0
nye norge venstre radikal politikere ønsker ei skam sv kjempa fjerne kristendommen norske barn promoterer værste ideologien verden fy svik,0
trist se hijab gjør inntog stortinget sv fått greiene ikke overraskende tid sv presteskapet kvinnelige prester tydeligvis islam undertrykkende plagg forstå,1
slike ytterliggående komme norske stortinget forstått står læreboka vantro øyne avlives ikke muslimer vel vantro tar feil håper komme fakta,1
sorgens dag frihet demokrati norge kvinneundertrykkende uhyggelige kulturen fått innpass stortinget trodde ikke stortinget synke dypt tillate hån kristne norge opplevd skjuler under hodeplagget,0
tragisk muslimene stor velgerskare allerede spådde årtier gjelder komme løfter øke innvandringen betraktelig sv vel ca året danka krf viser je valget,0
hijab hode plagg ønsker ikke se storting antok kleskode ikke tillot må tillegg ta underlig kvinner tar hijab burka nikab skikken vesten norge flykter afghanistan undertrykt ta undertrykkende kvinneplagg bruk vårt frie demokratiske land,1
tragiske norge fortsatt støtter økonomisk institusjon diskriminerer kvinner,1
valgresultatet helt annerledes muslimer ikke hatt stemmerett sv ap profiterer muslimske andre arabiske velgere selger fedrelandet oppnå makt taburetter,0
islamist får plass stortinget omtrent nazist innvalgt altså finne svikerpartiet fornekter ikke,0
finns regler klesdrakt enkelte bære hijab egentlig slavebekiedming ser ikke frie kvinner menn bestige stortingets talerstol regelen bære hijab bestemt jentas far unge jenta får menstruasjon gjerne tidlig års alderen far beskjed gir datter beskjed tildekket farlig menn barn ansvarlig voksen manns seksualitet steinalderskikk godtas vårt storting hijab omtales ofte religiøst plagg ikke nevnt koranen kvinneundertrykkende stiller stortingspresidenten respektløse plagget stortinget kjent ar abid raja delte millioner flere ganger muslimsk organisasjon født fri jobbe sosial kontroll bedre mer humant tiltak legge bort hijab helt tydelig sosial kontroll aller verste se små barn bære hijab hindrer lek bevegelse samtidig går glipp viktige d vitaminer aktiveres solen skinner huden styrker helsen generelt muslimske jenter krav frihet hijab,0
ikke stortinget kleskode ikke hijab inkludert tragedie se stortinget talerstolen virker menneskene tar avstand norske verdier,0
kanskje derfor burde holdt hører hjemme,0
snart tide politikerne europa tar innover dom skjer all innvandringen tillater tide må stå ansvar straffeforfølges medskyldige sånt skjer barn utsatt sånt tide handling folkeopprør,0
